"ID","year","julian","Site.Code","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","marine_reserve","date","temp_index","temp_c_mid","cdd_8","rolling8d","cdd_16","rolling16d"
"2011_241_OR",2011,241,"OR",2011-08-29,"OR",2,"OR01",18,0,0,"Otter Rock","2011-08-29",-0.985596369705257,8.46880940058704,72.0454560753026,-0.669828995019052,139.643393165977,-0.833319990200686
"2011_241_ORF",2011,241,"ORF",2011-08-29,"CF",2,"CF04",18,0,0,"Otter Rock","2011-08-29",-0.985596369705257,8.46880940058704,72.0454560753026,-0.669828995019052,139.643393165977,-0.833319990200686
"2011_241_ORF",2011,241,"ORF",2011-08-29,"CF",1,"CF03",18,0,0,"Otter Rock","2011-08-29",-0.985596369705257,8.46880940058704,72.0454560753026,-0.669828995019052,139.643393165977,-0.833319990200686
"2011_255_NA",2011,255,NA,2011-09-12,"OR",3,"OR04",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2011_255_OR",2011,255,"OR",2011-09-12,"OR",1,"OR02",15,0,0,"Otter Rock","2011-09-12",-1.08096905136195,8.30665528171196,67.7240786026057,-0.987537050233043,136.713454560551,-0.941024663317973
"2011_255_OR",2011,255,"OR",2011-09-12,"OR",2,"OR01",15,0,0,"Otter Rock","2011-09-12",-1.08096905136195,8.30665528171196,67.7240786026057,-0.987537050233043,136.713454560551,-0.941024663317973
"2011_255_ORF",2011,255,"ORF",2011-09-12,"CF",3,"CF05",15,0,0,"Otter Rock","2011-09-12",-1.08096905136195,8.30665528171196,67.7240786026057,-0.987537050233043,136.713454560551,-0.941024663317973
"2011_255_ORF",2011,255,"ORF",2011-09-12,"CF",2,"CF04",15,0,0,"Otter Rock","2011-09-12",-1.08096905136195,8.30665528171196,67.7240786026057,-0.987537050233043,136.713454560551,-0.941024663317973
"2011_255_ORF",2011,255,"ORF",2011-09-12,"CF",1,"CF03",15,0,0,"Otter Rock","2011-09-12",-1.08096905136195,8.30665528171196,67.7240786026057,-0.987537050233043,136.713454560551,-0.941024663317973
"2012_128_OR",2012,128,"OR",2012-05-07,"OR",1,"OR02",13,0,0,"Otter Rock","2012-05-07",0.707591715813034,11.3475941566382,94.6241186811259,0.99015628309,186.673283972011,0.895500882231274
"2012_128_OR",2012,128,"OR",2012-05-07,"OR",2,"OR01",13,0,0,"Otter Rock","2012-05-07",0.707591715813034,11.3475941566382,94.6241186811259,0.99015628309,186.673283972011,0.895500882231274
"2012_128_ORF",2012,128,"ORF",2012-05-07,"CF",1,"CF04",13,0,0,"Otter Rock","2012-05-07",0.707591715813034,11.3475941566382,94.6241186811259,0.99015628309,186.673283972011,0.895500882231274
"2012_128_ORF",2012,128,"ORF",2012-05-07,"CF",2,"CF05",13,0,0,"Otter Rock","2012-05-07",0.707591715813034,11.3475941566382,94.6241186811259,0.99015628309,186.673283972011,0.895500882231274
"2012_158_NA",2012,158,NA,2012-06-06,"OR",1,"OR06",30,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_158_OR",2012,158,"OR",2012-06-06,"OR",2,"OR01",30,0,0,"Otter Rock","2012-06-06",0.247707317150353,10.5656915388846,89.7309918431772,0.630413163813297,179.058251426248,0.615571948020872
"2012_158_ORF",2012,158,"ORF",2012-06-06,"CF",1,"CF03",30,0,0,"Otter Rock","2012-06-06",0.247707317150353,10.5656915388846,89.7309918431772,0.630413163813297,179.058251426248,0.615571948020872
"2012_175_NA",2012,175,NA,2012-06-23,"OR",1,"OR06",17,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_175_OR",2012,175,"OR",2012-06-23,"OR",3,"OR05",17,0,0,"Otter Rock","2012-06-23",0.462640053298897,10.931123524671,78.5581857190583,-0.191012533757496,174.398405536791,0.444275806398184
"2012_175_OR",2012,175,"OR",2012-06-23,"OR",2,"OR01",17,0,0,"Otter Rock","2012-06-23",0.462640053298897,10.931123524671,78.5581857190583,-0.191012533757496,174.398405536791,0.444275806398184
"2012_175_ORF",2012,175,"ORF",2012-06-23,"CF",1,"CF03",17,0,0,"Otter Rock","2012-06-23",0.462640053298897,10.931123524671,78.5581857190583,-0.191012533757496,174.398405536791,0.444275806398184
"2012_184_NA",2012,184,NA,2012-07-02,"OR",1,"OR06",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_184_OR",2012,184,"OR",2012-07-02,"OR",3,"OR05",9,0,0,"Otter Rock","2012-07-02",2.41046893029246,14.2428525206667,114.242834971656,2.43252604547256,194.953869840922,1.19989558612671
"2012_184_OR",2012,184,"OR",2012-07-02,"OR",2,"OR01",9,0,0,"Otter Rock","2012-07-02",2.41046893029246,14.2428525206667,114.242834971656,2.43252604547256,194.953869840922,1.19989558612671
"2012_184_ORF",2012,184,"ORF",2012-07-02,"CF",1,"CF03",9,0,0,"Otter Rock","2012-07-02",2.41046893029246,14.2428525206667,114.242834971656,2.43252604547256,194.953869840922,1.19989558612671
"2012_199_NA",2012,199,NA,2012-07-17,"OR",1,"OR06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_199_OR",2012,199,"OR",2012-07-17,"OR",2,"OR01",15,0,0,"Otter Rock","2012-07-17",-0.225678301824026,9.76083393606249,70.6509091934737,-0.772356205504575,157.444758066066,-0.17894102674576
"2012_199_OR",2012,199,"OR",2012-07-17,"OR",3,"OR05",15,0,0,"Otter Rock","2012-07-17",-0.225678301824026,9.76083393606249,70.6509091934737,-0.772356205504575,157.444758066066,-0.17894102674576
"2012_199_ORF",2012,199,"ORF",2012-07-17,"CF",1,"CF03",15,0,0,"Otter Rock","2012-07-17",-0.225678301824026,9.76083393606249,70.6509091934737,-0.772356205504575,157.444758066066,-0.17894102674576
"2012_212_NA",2012,212,NA,2012-07-30,"OR",1,"OR06",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_212_OR",2012,212,"OR",2012-07-30,"OR",2,"OR01",13,0,0,"Otter Rock","2012-07-30",-0.682927522978529,8.9834116881538,78.4415952414363,-0.199584276016954,164.362730892182,0.0753639612465064
"2012_212_OR",2012,212,"OR",2012-07-30,"OR",3,"OR05",13,0,0,"Otter Rock","2012-07-30",-0.682927522978529,8.9834116881538,78.4415952414363,-0.199584276016954,164.362730892182,0.0753639612465064
"2012_212_ORF",2012,212,"ORF",2012-07-30,"CF",1,"CF03",13,0,0,"Otter Rock","2012-07-30",-0.682927522978529,8.9834116881538,78.4415952414363,-0.199584276016954,164.362730892182,0.0753639612465064
"2012_220_NA",2012,220,NA,2012-08-07,"OR",1,"OR06",8,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_220_OR",2012,220,"OR",2012-08-07,"OR",3,"OR05",8,0,0,"Otter Rock","2012-08-07",0.949330127830297,11.7586015700611,75.7404373075724,-0.398173646979297,154.182032549009,-0.298878961498125
"2012_220_OR",2012,220,"OR",2012-08-07,"OR",2,"OR01",8,0,0,"Otter Rock","2012-08-07",0.949330127830297,11.7586015700611,75.7404373075724,-0.398173646979297,154.182032549009,-0.298878961498125
"2012_220_ORF",2012,220,"ORF",2012-08-07,"CF",1,"CF03",8,0,0,"Otter Rock","2012-08-07",0.949330127830297,11.7586015700611,75.7404373075724,-0.398173646979297,154.182032549009,-0.298878961498125
"2012_234_NA",2012,234,NA,2012-08-21,"OR",1,"OR06",14,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_234_OR",2012,234,"OR",2012-08-21,"OR",3,"OR05",14,0,0,"Otter Rock","2012-08-21",0.161197250651307,10.4186057763445,75.0021496784136,-0.452452618980833,159.241074519544,-0.112908354225346
"2012_234_OR",2012,234,"OR",2012-08-21,"OR",2,"OR01",14,0,0,"Otter Rock","2012-08-21",0.161197250651307,10.4186057763445,75.0021496784136,-0.452452618980833,159.241074519544,-0.112908354225346
"2012_234_ORF",2012,234,"ORF",2012-08-21,"CF",1,"CF03",14,0,0,"Otter Rock","2012-08-21",0.161197250651307,10.4186057763445,75.0021496784136,-0.452452618980833,159.241074519544,-0.112908354225346
"2012_250_NA",2012,250,NA,2012-09-06,"OR",1,"OR06",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2012_250_OR",2012,250,"OR",2012-09-06,"OR",3,"OR05",16,0,0,"Otter Rock","2012-09-06",-0.911698823938419,8.59445115892605,77.2349509664221,-0.288296870177487,155.806119727718,-0.239177444758869
"2012_250_OR",2012,250,"OR",2012-09-06,"OR",2,"OR01",16,0,0,"Otter Rock","2012-09-06",-0.911698823938419,8.59445115892605,77.2349509664221,-0.288296870177487,155.806119727718,-0.239177444758869
"2012_250_ORF",2012,250,"ORF",2012-09-06,"CF",1,"CF03",16,0,0,"Otter Rock","2012-09-06",-0.911698823938419,8.59445115892605,77.2349509664221,-0.288296870177487,155.806119727718,-0.239177444758869
"2013_157_NA",2013,157,NA,2013-06-06,"OR",4,"OR06",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_OR",2013,157,"OR",2013-06-06,"OR",1,"OR05",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_OR",2013,157,"OR",2013-06-06,"OR",2,"OR01",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_OR",2013,157,"OR",2013-06-06,"OR",3,"OR02",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_ORF",2013,157,"ORF",2013-06-06,"CF",2,"CF04",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_ORF",2013,157,"ORF",2013-06-06,"CF",3,"CF06",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_157_ORF",2013,157,"ORF",2013-06-06,"CF",4,"CF03",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_NA",2013,169,NA,2013-06-18,"OR",1,"OR06",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_OR",2013,169,"OR",2013-06-18,"OR",2,"OR02",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_OR",2013,169,"OR",2013-06-18,"OR",3,"OR01",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_OR",2013,169,"OR",2013-06-18,"OR",4,"OR05",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_ORF",2013,169,"ORF",2013-06-18,"CF",1,"CF03",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_ORF",2013,169,"ORF",2013-06-18,"CF",2,"CF06",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_ORF",2013,169,"ORF",2013-06-18,"CF",3,"CF04",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_169_ORF",2013,169,"ORF",2013-06-18,"CF",4,"CF05",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_NA",2013,183,NA,2013-07-02,"OR",4,"OR06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_OR",2013,183,"OR",2013-07-02,"OR",1,"OR05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_OR",2013,183,"OR",2013-07-02,"OR",2,"OR01",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_OR",2013,183,"OR",2013-07-02,"OR",3,"OR02",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_ORF",2013,183,"ORF",2013-07-02,"CF",4,"CF06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_ORF",2013,183,"ORF",2013-07-02,"CF",1,"CF05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_ORF",2013,183,"ORF",2013-07-02,"CF",2,"CF04",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_183_ORF",2013,183,"ORF",2013-07-02,"CF",3,"CF03",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_NA",2013,198,NA,2013-07-17,"OR",1,"OR06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_OR",2013,198,"OR",2013-07-17,"OR",2,"OR02",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_OR",2013,198,"OR",2013-07-17,"OR",3,"OR01",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_OR",2013,198,"OR",2013-07-17,"OR",4,"OR05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_ORF",2013,198,"ORF",2013-07-17,"CF",1,"CF03",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_ORF",2013,198,"ORF",2013-07-17,"CF",2,"CF06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_ORF",2013,198,"ORF",2013-07-17,"CF",3,"CF04",15,1,0.066666667,NA,NA,NA,NA,NA,NA,NA,NA
"2013_198_ORF",2013,198,"ORF",2013-07-17,"CF",4,"CF05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_NA",2013,211,NA,2013-07-30,"OR",1,"OR06",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_OR",2013,211,"OR",2013-07-30,"OR",2,"OR02",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_OR",2013,211,"OR",2013-07-30,"OR",3,"OR01",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_OR",2013,211,"OR",2013-07-30,"OR",4,"OR05",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_ORF",2013,211,"ORF",2013-07-30,"CF",1,"CF03",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_ORF",2013,211,"ORF",2013-07-30,"CF",3,"CF04",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_ORF",2013,211,"ORF",2013-07-30,"CF",4,"CF05",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_211_ORF",2013,211,"ORF",2013-07-30,"CF",2,"CF06",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_NA",2013,226,NA,2013-08-14,"OR",1,"OR06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_OR",2013,226,"OR",2013-08-14,"OR",2,"OR02",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_OR",2013,226,"OR",2013-08-14,"OR",3,"OR01",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_OR",2013,226,"OR",2013-08-14,"OR",4,"OR05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_ORF",2013,226,"ORF",2013-08-14,"CF",2,"CF06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_ORF",2013,226,"ORF",2013-08-14,"CF",3,"CF04",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_ORF",2013,226,"ORF",2013-08-14,"CF",1,"CF03",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_226_ORF",2013,226,"ORF",2013-08-14,"CF",4,"CF05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_NA",2013,239,NA,2013-08-27,"OR",1,"OR06",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_OR",2013,239,"OR",2013-08-27,"OR",2,"OR02",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_OR",2013,239,"OR",2013-08-27,"OR",3,"OR01",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_OR",2013,239,"OR",2013-08-27,"OR",4,"OR05",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_ORF",2013,239,"ORF",2013-08-27,"CF",1,"CF03",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_ORF",2013,239,"ORF",2013-08-27,"CF",2,"CF04",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_239_ORF",2013,239,"ORF",2013-08-27,"CF",3,"CF05",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_NA",2013,254,NA,2013-09-11,"OR",4,"OR06",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_OR",2013,254,"OR",2013-09-11,"OR",1,"OR05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_OR",2013,254,"OR",2013-09-11,"OR",2,"OR01",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_OR",2013,254,"OR",2013-09-11,"OR",3,"OR02",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_ORF",2013,254,"ORF",2013-09-11,"CF",1,"CF05",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_ORF",2013,254,"ORF",2013-09-11,"CF",2,"CF04",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2013_254_ORF",2013,254,"ORF",2013-09-11,"CF",3,"CF03",15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2014_148_OR",2014,148,"OR",2014-05-28,"OR",4,"OR07",14,0,0,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_OR",2014,148,"OR",2014-05-28,"OR",2,"OR01",14,0,0,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_OR",2014,148,"OR",2014-05-28,"OR",1,"OR02",14,2,0.142857143,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_OR",2014,148,"OR",2014-05-28,"OR",3,"OR05",14,2,0.142857143,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_ORF",2014,148,"ORF",2014-05-28,"CF",1,"CF03",14,1,0.071428571,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_ORF",2014,148,"ORF",2014-05-28,"CF",2,"CF06",14,0,0,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_ORF",2014,148,"ORF",2014-05-28,"CF",3,"CF04",14,1,0.071428571,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_148_ORF",2014,148,"ORF",2014-05-28,"CF",4,"CF05",14,0,0,"Otter Rock","2014-05-28",1.07517354025545,11.9725625,84.899250002,0.275183074945717,193.440979172,1.14428165802029
"2014_161_OR",2014,161,"OR",2014-06-10,"OR",4,"OR02",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_OR",2014,161,"OR",2014-06-10,"OR",1,"OR07",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_OR",2014,161,"OR",2014-06-10,"OR",2,"OR05",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_OR",2014,161,"OR",2014-06-10,"OR",3,"OR01",16,1,0.0625,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_ORF",2014,161,"ORF",2014-06-10,"CF",2,"CF04",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_ORF",2014,161,"ORF",2014-06-10,"CF",1,"CF05",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_ORF",2014,161,"ORF",2014-06-10,"CF",4,"CF03",16,0,0,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_161_ORF",2014,161,"ORF",2014-06-10,"CF",3,"CF06",16,1,0.0625,"Otter Rock","2014-06-10",-1.46569297928937,7.652541667,64.5926249995,-1.21776179697674,148.121833331,-0.521652153602689
"2014_170_RR",2014,170,"RR",2014-06-19,"RR",4,"RR04",16,22,1.359375,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RR",2014,170,"RR",2014-06-19,"RR",1,"RR01",16,6,0.354166667,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RR",2014,170,"RR",2014-06-19,"RR",2,"RR02",16,9,0.583333333,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RR",2014,170,"RR",2014-06-19,"RR",3,"RR03",16,9,0.583333333,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RRH",2014,170,"RRH",2014-06-19,"HH",1,"HH01",16,0,0,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RRH",2014,170,"RRH",2014-06-19,"HH",2,"HH02",16,6,0.375,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RRH",2014,170,"RRH",2014-06-19,"HH",3,"HH03",16,14,0.875,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_170_RRH",2014,170,"RRH",2014-06-19,"HH",4,"HH04",16,0,0,"Redfish Rocks","2014-06-19",-1.40805103792285,7.36030863076,59.5178007907062,-1.35888031727506,127.617611589708,-1.02678325122761
"2014_176_OR",2014,176,"OR",2014-06-25,"OR",1,"OR07",15,2,0.133333333,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_OR",2014,176,"OR",2014-06-25,"OR",3,"OR01",15,4,0.266666667,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_OR",2014,176,"OR",2014-06-25,"OR",4,"OR02",15,1,0.066666667,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_OR",2014,176,"OR",2014-06-25,"OR",2,"OR05",15,0,0,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_ORF",2014,176,"ORF",2014-06-25,"CF",3,"CF06",15,3,0.2,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_ORF",2014,176,"ORF",2014-06-25,"CF",4,"CF03",15,2,0.133333333,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_ORF",2014,176,"ORF",2014-06-25,"CF",1,"CF05",15,2,0.133333333,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_176_ORF",2014,176,"ORF",2014-06-25,"CF",2,"CF04",15,3,0.2,"Otter Rock","2014-06-25",-0.458737337785146,9.364583333,79.7963750075,-0.0999807474108878,155.2942291765,-0.257994564130808
"2014_182_RR",2014,182,"RR",2014-07-01,"RR",1,"RR04",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2014_182_RR",2014,182,"RR",2014-07-01,"RR",2,"RR03",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
