Date,Site,Collection,Mooring Code,Sampling Interval,SFLA_count,sfla_settlement_rate
6/19/17,RR,03,RR03,11,3,0.272727273
6/19/17,RR,04,RR04,11,0,0
6/19/17,HH,01,HH01,11,1,0.090909091
6/19/17,HH,02,HH02,11,0,0
6/19/17,HH,03,HH03,11,2,0.181818182
6/19/17,HH,04,HH04,11,3,0.272727273
7/5/17,RR,01,RR01,16,0,0
7/5/17,RR,02,RR02,16,0,0
7/5/17,RR,03,RR03,16,0,0
7/5/17,RR,04,RR04,16,0,0
7/5/17,HH,01,HH01,16,0,0
7/5/17,HH,02,HH02,16,0,0
7/5/17,HH,03,HH03,16,0,0
7/5/17,HH,04,HH04,16,1,0.0625
7/18/17,RR,01,RR01,13,0,0
7/18/17,RR,02,RR02,13,0,0
7/18/17,RR,03,RR03,13,0,0
7/18/17,RR,04,RR04,13,0,0
7/18/17,HH,01,HH01,13,0,0
7/18/17,HH,02,HH02,13,0,0
7/18/17,HH,03,HH03,13,0,0
7/18/17,HH,04,HH04,13,0,0
8/1/17,RR,01,RR01,14,0,0
8/1/17,RR,02,RR02,14,0,0
8/1/17,RR,03,RR03,14,0,0
8/1/17,RR,04,RR04,14,0,0
8/1/17,HH,01,HH01,14,0,0
8/1/17,HH,02,HH02,14,0,0
8/1/17,HH,03,HH03,14,0,0
8/1/17,HH,04,HH04,14,0,0
8/15/17,RR,01,RR01,14,0,0
8/15/17,RR,02,RR02,14,0,0
8/15/17,RR,03,RR03,14,0,0
8/15/17,RR,04,RR04,14,0,0
8/15/17,HH,01,HH01,14,0,0
8/15/17,HH,02,HH02,14,0,0
8/15/17,HH,03,HH03,14,0,0
8/15/17,HH,04,HH04,14,0,0
9/7/17,RR,01,RR01,23,0,0
9/7/17,RR,02,RR02,23,0,0
9/14/17,RR,01,RR01,7,0,0
9/14/17,RR,02,RR02,7,0,0
9/14/17,RR,03,RR03,7,0,0
9/14/17,RR,04,RR04,7,0,0
9/14/17,HH,01,HH01,7,0,0
9/14/17,HH,02,HH02,7,0,0
9/14/17,HH,03,HH03,7,0,0
9/14/17,HH,04,HH04,7,0,0
6/8/18,RR,01,RR01,27,2,0.086419753
6/8/18,RR,02,RR02,27,3,0.101851852
6/8/18,RR,03,RR03,27,10,0.377777778
6/8/18,RR,04,RR04,27,0,0
6/8/18,HH,01,HH01,27,0,0
6/8/18,HH,02,HH02,27,7,0.25
6/8/18,HH,03,HH03,27,5,0.197530864
6/8/18,HH,04,HH04,27,3,0.098765432
6/21/18,RR,01,RR01,13,0,0
6/21/18,RR,02,RR02,13,3,0.230769231
6/21/18,RR,03,RR03,13,0,0
6/21/18,RR,04,RR04,13,0,0
6/21/18,HH,01,HH01,13,0,0
6/21/18,HH,02,HH02,13,0,0
6/21/18,HH,03,HH03,13,3,0.230769231
6/21/18,HH,04,HH04,13,0,0
7/19/18,RR,01,RR01,28,0,0
7/19/18,RR,02,RR02,28,0,0
7/19/18,RR,03,RR03,28,0,0
7/19/18,RR,04,RR04,28,0,0
7/19/18,HH,01,HH01,28,0,0
7/19/18,HH,02,HH02,28,0,0
7/19/18,HH,03,HH03,28,0,0
7/19/18,HH,04,HH04,28,0,0
8/3/18,RR,01,RR01,15,0,0
8/3/18,RR,02,RR02,15,0,0
8/3/18,RR,03,RR03,15,0,0
8/3/18,RR,04,RR04,15,0,0
8/3/18,HH,01,HH01,15,0,0
8/3/18,HH,02,HH02,15,0,0
8/3/18,HH,03,HH03,15,0,0
8/3/18,HH,04,HH04,15,0,0
8/17/18,RR,01,RR01,14,0,0
8/17/18,RR,02,RR02,14,0,0
8/17/18,RR,03,RR03,14,0,0
8/17/18,RR,04,RR04,14,0,0
8/17/18,HH,01,HH01,14,0,0
8/17/18,HH,02,HH02,14,0,0
8/17/18,HH,03,HH03,14,0,0
8/17/18,HH,04,HH04,14,0,0
8/29/18,RR,01,RR01,12,0,0
8/29/18,RR,02,RR02,12,0,0
8/29/18,RR,03,RR03,12,0,0
8/29/18,RR,04,RR04,12,0,0
8/29/18,HH,01,HH01,12,0,0
8/29/18,HH,02,HH02,12,0,0
8/29/18,HH,03,HH03,12,0,0
8/29/18,HH,04,HH04,12,0,0
9/16/18,RR,01,RR01,18,0,0
9/16/18,RR,02,RR02,18,0,0
9/16/18,RR,03,RR03,18,0,0
9/16/18,RR,04,RR04,18,0,0
9/16/18,HH,01,HH01,18,0,0
9/16/18,HH,02,HH02,18,0,0
9/16/18,HH,03,HH03,18,0,0
9/16/18,HH,04,HH04,18,0,0
6/1/19,RR,01,RR01,23,0,0
6/1/19,RR,02,RR02,23,0,0
6/1/19,RR,03,RR03,23,14,0.626086957
6/1/19,RR,04,RR04,23,4,0.173913043
6/1/19,HH,01,HH01,23,3,0.115942029
6/1/19,HH,02,HH02,23,5,0.217391304
6/1/19,HH,03,HH03,23,8,0.365217391
6/1/19,HH,04,HH04,23,0,0
6/23/19,RR,01,RR01,22,0,0
6/23/19,RR,02,RR01,22,3,0.145454545
6/23/19,RR,03,RR03,22,3,0.136363636
6/23/19,RR,04,RR04,22,7,0.454545455
6/23/19,HH,01,HH01,22,9,0.409090909
6/23/19,HH,02,HH02,22,9,0.409090909
6/23/19,HH,03,HH03,22,9,0.393939394
6/23/19,HH,04,HH04,22,0,0
7/6/19,RR,01,RR01,13,0,0
7/6/19,RR,02,RR01,13,11,0.820512821
7/6/19,RR,03,RR03,13,9,0.666666667
7/6/19,RR,04,RR04,13,4,0.269230769
7/6/19,HH,01,HH01,13,13,0.961538462
7/6/19,HH,02,HH02,13,5,0.358974359
7/6/19,HH,03,HH03,13,4,0.307692308
7/6/19,HH,04,HH04,13,25,1.892307692
7/22/19,RR,01,RR01,16,0,0
7/22/19,RR,02,RR01,16,2,0.125
7/22/19,RR,03,RR03,16,1,0.0625
7/22/19,RR,04,RR04,16,1,0.0625
7/22/19,HH,01,HH01,16,0,0
7/22/19,HH,02,HH02,16,0,0
7/22/19,HH,03,HH03,16,0,0
7/22/19,HH,04,HH04,16,4,0.25
8/9/19,RR,01,RR01,18,0,0
8/9/19,RR,02,RR01,18,1,0.055555556
8/9/19,RR,03,RR03,18,0,0
8/9/19,RR,04,RR04,18,0,0
8/9/19,HH,01,HH01,18,0,0
8/9/19,HH,02,HH02,18,0,0
8/9/19,HH,03,HH03,18,0,0
8/9/19,HH,04,HH04,18,0,0
8/30/19,RR,01,RR01,21,0,0
8/30/19,RR,02,RR02,21,0,0
8/30/19,RR,03,RR03,21,0,0
8/30/19,RR,04,RR04,21,0,0
8/30/19,HH,01,HH01,21,0,0
8/30/19,HH,02,HH02,21,0,0
8/30/19,HH,03,HH03,21,0,0
8/30/19,HH,04,HH04,21,0,0
9/14/19,RR,01,RR01,15,0,0
9/14/19,RR,02,RR01,15,0,0
9/14/19,RR,03,RR03,15,0,0
9/14/19,RR,04,RR04,15,0,0
9/14/19,HH,01,HH01,15,0,0
9/14/19,HH,02,HH02,15,0,0
9/14/19,HH,03,HH03,15,0,0
9/14/19,HH,04,HH04,15,0,0
7/15/22,RR,01,RR04,17,1,0.058823529
7/15/22,RR,02,RR03,17,2,0.117647059
7/15/22,RR,03,RR02,17,0,0
7/15/22,RR,04,RR01,17,3,0.176470588
7/15/22,HH,01,HH04,17,2,0.117647059
7/15/22,HH,02,HH03,17,1,0.058823529
7/15/22,HH,03,HH02,17,0,0
7/15/22,HH,04,HH01,17,0,0
7/27/22,RR,01,RR01,12,0,0
7/27/22,RR,02,RR03,12,0,0
7/27/22,RR,03,RR02,12,0,0
7/27/22,RR,04,RR01,12,0,0
7/27/22,HH,01,HH04,12,0,0
7/27/22,HH,02,HH03,12,0,0
7/27/22,HH,03,HH02,12,0,0
7/27/22,HH,04,HH01,12,0,0
8/9/22,RR,01,RR04,13,0,0
8/9/22,RR,02,RR03,13,0,0
8/9/22,RR,03,RR02,13,0,0
8/9/22,RR,04,RR01,13,0,0
8/9/22,HH,01,HH04,13,0,0
8/9/22,HH,02,HH03,13,0,0
8/9/22,HH,03,HH02,13,0,0
8/9/22,HH,04,HH01,13,0,0
8/30/22,RR,01,RR01,21,0,0
8/30/22,RR,02,RR02,21,0,0
8/30/22,RR,03,RR03,21,0,0
8/30/22,RR,04,RR04,21,0,0
8/30/22,HH,01,HH01,21,0,0
8/30/22,HH,02,HH02,21,0,0
8/30/22,HH,03,HH03,21,0,0
8/30/22,HH,04,HH04,21,0,0
9/14/22,RR,01,RR01,15,0,0
9/14/22,RR,02,RR02,15,0,0
9/14/22,RR,03,RR03,15,0,0
9/14/22,RR,04,RR04,15,0,0
9/14/22,HH,01,HH01,15,0,0
9/14/22,HH,02,HH02,15,0,0
9/14/22,HH,03,HH03,15,0,0
9/14/22,HH,04,HH04,15,0,0
6/28/23,RR,01,RR01,14,12,0.880952381
6/28/23,RR,02,RR02,14,6,0.392857143
6/28/23,RR,03,RR03,14,24,1.678571429
6/28/23,RR,04,RR04,14,9,0.642857143
6/28/23,HH,01,HH01,14,14,1
6/28/23,HH,02,HH02,14,14,0.985714286
6/28/23,HH,03,HH03,14,11,0.803571429
6/28/23,HH,04,HH04,14,14,1.023809524
7/12/23,RR,01,RR04,14,4,0.25
7/12/23,RR,02,RR03,14,3,0.214285714
7/12/23,RR,03,RR02,14,8,0.571428571
7/12/23,RR,04,RR01,14,5,0.357142857
7/12/23,HH,01,HH01,14,4,0.303571429
7/12/23,HH,02,HH02,14,9,0.619047619
7/12/23,HH,03,HH03,14,12,0.857142857
7/12/23,HH,04,HH04,14,6,0.428571429
7/24/23,RR,01,RR04,12,0,0
7/24/23,RR,02,RR03,12,5,0.416666667
7/24/23,RR,03,RR02,12,0,0
7/24/23,RR,04,RR01,12,0,0
7/24/23,HH,01,HH01,12,2,0.166666667
7/24/23,HH,02,HH02,12,0,0
7/24/23,HH,03,HH03,12,2,0.166666667
7/24/23,HH,04,HH04,12,3,0.25
8/10/23,RR,01,RR01,17,0,0
8/10/23,RR,02,RR02,17,0,0
8/10/23,RR,03,RR03,17,0,0
8/10/23,RR,04,RR04,17,0,0
8/10/23,HH,01,HH01,17,0,0
8/10/23,HH,02,HH02,17,0,0
8/10/23,HH,03,HH03,17,1,0.058823529
8/10/23,HH,04,HH04,17,0,0
8/22/23,RR,01,RR01,12,0,0
8/22/23,RR,02,RR02,12,0,0
8/22/23,RR,03,RR03,12,0,0
8/22/23,RR,04,RR04,12,0,0
8/22/23,HH,01,HH01,12,0,0
8/22/23,HH,02,HH02,12,0,0
8/22/23,HH,03,HH03,12,0,0
8/22/23,HH,04,HH04,12,0,0
9/5/23,RR,01,RR01,14,0,0
9/5/23,RR,02,RR02,14,0,0
9/5/23,RR,03,RR03,14,0,0
9/5/23,RR,04,RR04,14,0,0
9/5/23,HH,01,HH01,14,0,0
9/5/23,HH,02,HH02,14,0,0
9/5/23,HH,03,HH03,14,0,0
9/5/23,HH,04,HH04,14,0,0
6/26/24,RR,01,RR04,50,19,0.373333333
6/26/24,RR,02,RR03,50,22,0.446666667
6/26/24,RR,03,RR02,50,0,0
6/26/24,RR,04,RR01,50,0,0
6/26/24,HH,01,HH04,50,0,0
6/26/24,HH,02,HH03,50,0,0
6/26/24,HH,03,HH02,50,0,0
6/26/24,HH,04,HH01,50,31,0.613333333
7/8/24,RR,01,RR04,12,0,0
7/8/24,RR,02,RR03,12,0,0
7/8/24,RR,03,RR02,12,1,0.083333333
7/8/24,RR,04,RR01,12,0,0
7/8/24,HH,01,HH01,12,2,0.166666667
7/8/24,HH,02,HH02,12,6,0.5
7/8/24,HH,03,HH03,12,3,0.25
7/8/24,HH,04,HH04,12,0,0
7/29/24,RR,01,RR01,21,0,0
7/29/24,RR,02,RR02,21,0,0
7/29/24,RR,03,RR03,21,2,0.095238095
7/29/24,RR,04,RR04,21,1,0.047619048
7/29/24,HH,01,HH01,21,0,0
7/29/24,HH,02,HH02,21,2,0.095238095
7/29/24,HH,03,HH03,21,0,0
7/29/24,HH,04,HH04,21,0,0
9/5/24,RR,01,RR04,38,0,0
9/5/24,RR,02,RR03,38,0,0
9/5/24,RR,03,RR02,38,0,0
9/5/24,RR,04,RR01,38,0,0
9/5/24,HH,01,HH04,38,0,0
9/5/24,HH,02,HH03,38,0,0
9/5/24,HH,03,HH02,38,0,0
9/5/24,HH,04,HH01,38,0,0
10/11/24,RR,01,RR04,36,0,0
10/11/24,RR,02,RR03,36,0,0
10/11/24,RR,03,RR02,36,0,0
10/11/24,RR,04,RR01,36,0,0
10/11/24,HH,01,HH04,36,0,0
10/11/24,HH,02,HH03,36,0,0
10/11/24,HH,03,HH02,36,0,0
10/11/24,HH,04,HH01,36,0,0
